0.2	2438780.00 
0.22	2883070.00 
0.24	3335900.00 
0.26	3854440.00 
0.28	4249590.00 
0.3	4768377.00 
0.32	5115944.00 
0.34	5559110.00 
0.36	5944667.00 
0.38	6302321.00 
0.4	6574481.00 
0.42	6735506.00 
0.44	6711887.00 
0.46	6551293.00 
0.48	6352747.00 
0.5	6157859.00 
0.52	5945257.00 
0.54	5651773.00 
0.56	5390506.00 
0.58	5010541.00 
0.6	4642219.00 
0.62	4227048.00 
0.64	3738012.00 
0.66	3304215.00 
0.68	2888577.00 
0.7	2469899.00 
0.72	2064879.00 
0.74	1665194.00 
0.76	1368854.00 
0.78	1105785.00 
0.8	866431.00 
0.82	668125.00 
0.84	493319.00 
0.86	363015.00 
0.88	257233.00 
0.9	157079.00 
0.92	111768.00 
0.94	79241.00 
0.96	59671.00 
0.98	50186.00 
1	47756.00 
1.02	50431.00 
1.04	57221.00 
1.06	65293.00 
1.08	73491.00 
1.1	81024.00 
1.12	88416.00 
1.14	92778.00 
1.16	96328.00 
1.18	97920.00 
1.2	98465.00 
1.22	97678.00 
1.24	94420.00 
1.26	90501.00 
1.28	85673.00 
1.3	79303.00 
1.32	72162.00 
1.34	64815.00 
1.36	57211.00 
1.38	49614.00 
1.4	42568.00 
1.42	35491.00 
1.44	29090.00 
1.46	22925.00 
1.48	17954.00 
1.5	13326.00 
1.52	9518.00 
1.54	6547.00 
1.56	4195.00 
1.58	2443.00 
1.6	1538.00 
1.62	1145.00 
1.64	1149.00 
1.66	1586.00 
1.68	2322.00 
1.7	3141.00 
1.72	4286.00 
1.74	5518.00 
1.76	6468.00 
1.78	7534.00 
1.8	8438.00 
1.82	8994.00 
1.84	9875.00 
1.86	10065.00 
1.88	10571.00 
1.9	10543.00 
1.92	10524.00 
1.94	10133.00 
1.96	9809.00 
1.98	9028.00 
2	8375.00 
2.02	7454.00 
2.04	6669.00 
2.06	5848.00 
2.08	4855.00 
2.1	4089.00 
2.12	3354.00 
2.14	2628.00 
2.16	1976.00 
2.18	1466.00 
2.2	946.00 
2.22	639.00 
2.24	399.00 
2.26	246.00 
2.28	167.00 
2.3	172.00 
2.32	266.00 
2.34	465.00 
2.36	637.00 
2.38	896.00 
2.4	1249.00 
2.42	1479.00 
2.44	1770.00 
2.46	2081.00 
2.48	2394.00 
2.5	2670.00 
2.52	2885.00 
2.54	3008.00 
2.56	3170.00 
2.58	3169.00 
2.6	3344.00 
2.62	3264.00 
2.64	3055.00 
2.66	2934.00 
2.68	2848.00 
2.7	2619.00 
2.72	2460.00 
2.74	2275.00 
2.76	1984.00 
2.78	1672.00 
2.8	1428.00 
2.82	1135.00 
2.84	971.00 
2.86	828.00 
2.88	597.00 
2.9	442.00 
2.92	326.00 
2.94	213.00 
2.96	149.00 
2.98	96.00 
3	75.00 
3.02	72.00 
3.04	103.00 
3.06	174.00 
3.08	219.00 
3.1	250.00 
3.12	337.00 
3.14	456.00 
3.16	497.00 
3.18	595.00 
3.2	664.00 
3.22	784.00 
3.24	855.00 
3.26	877.00 
3.28	871.00 
3.3	946.00 
3.32	966.00 
3.34	911.00 
3.36	960.00 
3.38	1025.00 
3.4	905.00 
3.42	855.00 
3.44	807.00 
3.46	761.00 
3.48	700.00 
3.5	637.00 
3.52	557.00 
3.54	537.00 
3.56	483.00 
3.58	357.00 
3.6	343.00 
3.62	267.00 
3.64	223.00 
3.66	178.00 
3.68	129.00 
3.7	72.00 
3.72	69.00 
3.74	65.00 
3.76	48.00 
3.78	63.00 
3.8	54.00 
3.82	62.00 
3.84	78.00 
3.86	90.00 
3.88	90.00 
3.9	130.00 
3.92	141.00 
3.94	168.00 
3.96	181.00 
3.98	191.00 
4	180.00 
4.02	177.00 
4.04	236.00 
4.06	234.00 
4.08	234.00 
4.1	190.00 
4.12	208.00 
4.14	218.00 
4.16	218.00 
4.18	226.00 
4.2	188.00 
4.22	184.00 
4.24	173.00 
4.26	172.00 
4.28	148.00 
4.3	127.00 
4.32	121.00 
4.34	118.00 
4.36	93.00 
4.38	80.00 
4.4	55.00 
4.42	91.00 
4.44	88.00 
4.46	69.00 
4.48	55.00 
4.5	58.00 
4.52	71.00 
4.54	56.00 
4.56	86.00 
4.58	70.00 
4.6	69.00 
4.62	77.00 
4.64	79.00 
4.66	99.00 
4.68	82.00 
4.7	84.00 
4.72	101.00 
4.74	100.00 
4.76	71.00 
4.78	92.00 
4.8	102.00 
4.82	107.00 
4.84	105.00 
4.86	95.00 
4.88	92.00 
4.9	112.00 
4.92	90.00 
4.94	71.00 
4.96	64.00 
4.98	47.00 
5	51.00 
5.02	64.00 
5.04	51.00 
5.06	54.00 
5.08	42.00 
5.1	18.00 
5.12	28.00 
5.14	38.00 
5.16	36.00 
5.18	31.00 
5.2	24.00 
5.22	45.00 
5.24	31.00 
5.26	29.00 
5.28	36.00 
5.3	21.00 
5.32	30.00 
5.34	49.00 
5.36	46.00 
5.38	44.00 
5.4	28.00 
5.42	41.00 
5.44	43.00 
5.46	56.00 
5.48	60.00 
5.5	37.00 
5.52	26.00 
5.54	54.00 
5.56	56.00 
5.58	37.00 
5.6	31.00 
5.62	40.00 
5.64	52.00 
5.66	51.00 
5.68	43.00 
5.7	46.00 
5.72	29.00 
5.74	44.00 
5.76	42.00 
5.78	38.00 
5.8	35.00 
5.82	25.00 
5.84	30.00 
5.86	22.00 
5.88	27.00 
5.9	28.00 
5.92	35.00 
5.94	20.00 
5.96	24.00 
5.98	9.00 
6	16.00 
